IATA,AIRPORT,CITY,STATE,LATITUDE,,,,,,Y-coordinate,LONGITUDE,,,,,,X-coordinate
PIH,Pocatello Regional,Pocatello,ID,42.91130556,-37.61900194,5.29230362,-4.9656,-26.27946286,465,438.7205371,-112.5958611,122.3748433,9.7789822,5.7618,56.34453964,320,376.3445396
PIR,Pierre Regional,Pierre,SD,44.38267694,-37.61900194,6.763675,-4.9656,-33.58570458,465,431.4142954,-100.285965,122.3748433,22.0888783,5.7618,127.271699,320,447.271699
PLN,Pellston Regional  of Emmet County,Pellston,MI,45.5709275,-37.61900194,7.95192556,-4.9656,-39.48608156,465,425.5139184,-84.796715,122.3748433,37.5781283,5.7618,216.5176596,320,536.5176596
PNS,Pensacola Regional,Pensacola,FL,30.47330556,-37.61900194,-7.14569638,-4.9656,35.48266994,465,500.4826699,-87.18744444,122.3748433,35.18739886,5.7618,202.7427548,320,522.7427548
PPG,Pago Pago International,Pago Pago,AS,14.33102278,-37.61900194,-23.28797916,-4.9656,115.6387893,465,580.6387893,-170.7105258,122.3748433,-48.3356825,5.7618,-278.5005354,320,41.49946457
PSC,Tri-Cities,Pasco,WA,46.26468028,-37.61900194,8.64567834,-4.9656,-42.93098037,465,422.0690196,-119.1190292,122.3748433,3.2558141,5.7618,18.75934968,320,338.7593497
PSE,Mercedita,Ponce,PR,18.00830278,-37.61900194,-19.61069916,-4.9656,97.37888775,465,562.3788877,-66.56301194,122.3748433,55.81183136,5.7618,321.5766099,320,641.5766099
PSG,James C. Johnson Petersburg,Petersburg,AK,56.80165194,-37.61900194,19.18265,-4.9656,-95.25336684,465,329.7466332,-132.9452781,122.3748433,-10.5704348,5.7618,-60.90473123,320,274.0952688
PSP,Palm Springs International,Palm Springs,CA,33.82921556,-37.61900194,-3.78978638,-4.9656,18.81856325,465,483.8185632,-116.5062531,122.3748433,5.8685902,5.7618,33.81364301,320,353.813643
PUB,Pueblo Memorial,Pueblo,CO,38.28908722,-37.61900194,0.67008528,-4.9656,-3.327375466,465,461.6726245,-104.4965722,122.3748433,17.8782711,5.7618,103.0110224,320,423.0110224
PWM,Portland International Jetport,Portland,ME,43.64616667,-37.61900194,6.02716473,-4.9656,-29.92848918,465,435.0715108,-70.30875,122.3748433,52.0660933,5.7618,299.9944164,320,619.9944164
RAP,Rapid City Regional,Rapid City,SD,44.04532139,-37.61900194,6.42631945,-4.9656,-31.91053186,465,433.0894681,-103.0573708,122.3748433,19.3174725,5.7618,111.3034131,320,431.3034131
RDD,Redding Municipal,Redding,CA,40.50898361,-37.61900194,2.88998167,-4.9656,-14.35049298,465,450.649507,-122.2934019,122.3748433,0.0814414,5.7618,0.469249059,320,320.4692491
RDM,Roberts ,Redmond,OR,44.25406722,-37.61900194,6.63506528,-4.9656,-32.94708015,465,432.0529198,-121.1499633,122.3748433,1.22488,5.7618,7.057513584,320,327.0575136
RFD,Greater Rockford,Rockford,IL,42.19536389,-37.61900194,4.57636195,-4.9656,-22.7243829,465,442.2756171,-89.09721111,122.3748433,33.27763219,5.7618,191.7390612,320,511.7390612
RHI,Rhinelander-Oneida County,Rhinelander,WI,45.63119306,-37.61900194,8.01219112,-4.9656,-39.78533623,465,425.2146638,-89.46745361,122.3748433,32.90738969,5.7618,189.6057979,320,509.6057979
RKS,Rock Springs-Sweetwater County,Rock Springs,WY,41.5942175,-37.61900194,3.97521556,-4.9656,-19.73933038,465,445.2606696,-109.0651928,122.3748433,13.3096505,5.7618,76.68754425,320,396.6875443
ROA,Roanoke Regional  Woodrum ,Roanoke,VA,37.32546833,-37.61900194,-0.29353361,-4.9656,1.457570494,465,466.4575705,-79.97542833,122.3748433,42.39941497,5.7618,244.2969492,320,564.2969492
ROC,Greater Rochester Int'l,Rochester,NY,43.11886611,-37.61900194,5.49986417,-4.9656,-27.31012552,465,437.6898745,-77.67238389,122.3748433,44.70245941,5.7618,257.5666306,320,577.5666306
ROW,Roswell Industrial Air Center,Roswell,NM,33.30155556,-37.61900194,-4.31744638,-4.9656,21.43871174,465,486.4387117,-104.5305556,122.3748433,17.8442877,5.7618,102.8152169,320,422.8152169
RST,Rochester International,Rochester,MN,43.90882639,-37.61900194,6.28982445,-4.9656,-31.23275229,465,433.7672477,-92.49798722,122.3748433,29.87685608,5.7618,172.1444694,320,492.1444694
SAF,Santa Fe Municipal,Santa Fe,NM,35.61677778,-37.61900194,-2.00222416,-4.9656,9.942244289,465,474.9422443,-106.0881389,122.3748433,16.2867044,5.7618,93.84073341,320,413.8407334
SAV,Savannah International,Savannah,GA,32.12758333,-37.61900194,-5.49141861,-4.9656,27.26818825,465,492.2681882,-81.20213889,122.3748433,41.17270441,5.7618,237.2288883,320,557.2288883
SBA,Santa Barbara Municipal,Santa Barbara,CA,34.42621194,-37.61900194,-3.19279,-4.9656,15.85411802,465,480.854118,-119.8403733,122.3748433,2.53447,5.7618,14.60310925,320,334.6031092
SBN,South Bend Regional,South Bend,IN,41.70895361,-37.61900194,4.08995167,-4.9656,-20.30906401,465,444.690936,-86.31847417,122.3748433,36.05636913,5.7618,207.7495877,320,527.7495877
SBP,San Luis Obispo Co-McChesney ,San Luis Obispo,CA,35.23705806,-37.61900194,-2.38194388,-4.9656,11.82778053,465,476.8277805,-120.6423931,122.3748433,1.7324502,5.7618,9.982031562,320,329.9820316
SCC,Deadhorse,Deadhorse,AK,70.19475583,-37.61900194,32.57575389,-4.9656,-161.7581635,465,206.2418365,-148.4651608,122.3748433,-26.0903175,5.7618,-150.3271914,320,195.6728086
SCE,University Park,NA,NA,40.851206,-37.61900194,3.23220406,-4.9656,-16.04983248,465,448.9501675,-77.846302,122.3748433,44.5285413,5.7618,256.5645493,320,576.5645493
SGF,Springfield-Branson Regional,Springfield,MO,37.24432611,-37.61900194,-0.37467583,-4.9656,1.860490301,465,466.8604903,-93.38685806,122.3748433,28.98798524,5.7618,167.0229734,320,487.0229734
SGU,St George Muni,St George,UT,37.09058333,-37.61900194,-0.52841861,-4.9656,2.62391545,465,467.6239154,-113.5930556,122.3748433,8.7817877,5.7618,50.59890437,320,370.5989044
SHD,Shenandoah Valley Regional,Staunton Harrisonburg,VA,38.26384333,-37.61900194,0.64484139,-4.9656,-3.202024406,465,461.7979756,-78.89643806,122.3748433,43.47840524,5.7618,250.5138753,320,570.5138753
SHV,Shreveport Regional,Shreveport,LA,32.4466275,-37.61900194,-5.17237444,-4.9656,25.68394252,465,490.6839425,-93.82559833,122.3748433,28.54924497,5.7618,164.4950397,320,484.4950397
SIT,Sitka,Sitka,AK,57.04713806,-37.61900194,19.42813612,-4.9656,-96.47235272,465,324.5276473,-135.3615983,122.3748433,-12.986755,5.7618,-74.82708496,320,260.172915
SJT,San Angelo Regional  Mathis ,San Angelo,TX,31.35775,-37.61900194,-6.26125194,-4.9656,31.09087263,465,496.0908726,-100.4963056,122.3748433,21.8785377,5.7618,126.0597585,320,446.0597585
SMX,Santa Maria Pub Capt G Allan Hancock ,Santa Maria,CA,34.89924833,-37.61900194,-2.71975361,-4.9656,13.50520853,465,478.5052085,-120.4575825,122.3748433,1.9172608,5.7618,11.04687328,320,331.0468733
SPI,Capital,Springfield,IL,39.84395194,-37.61900194,2.22495,-4.9656,-11.04821172,465,453.9517883,-89.67761861,122.3748433,32.69722469,5.7618,188.3948692,320,508.3948692
SPN,Tinian International Airport,NA,NA,14.996111,-37.61900194,-22.62289094,-4.9656,112.3362273,465,577.3362273,145.621384,122.3748433,267.9962273,5.7618,1544.140662,320,1864.140662
SPS,Sheppard AFB Wichita Falls Municipal,Wichita Falls,TX,33.98879611,-37.61900194,-3.63020583,-4.9656,18.02615007,465,483.0261501,-98.49189333,122.3748433,23.88294997,5.7618,137.6087811,320,457.6087811
SRQ,Sarasota Bradenton International,Sarasota,FL,27.39533333,-37.61900194,-10.22366861,-4.9656,50.76664885,465,515.7666488,-82.55411111,122.3748433,39.82073219,5.7618,229.4390947,320,549.4390947
STC,St Cloud Regional,St Cloud,MN,45.54532417,-37.61900194,7.92632223,-4.9656,-39.35894567,465,425.6410543,-94.05833667,122.3748433,28.31650663,5.7618,163.1540479,320,483.1540479
STT,Cyril E. King,Charlotte Amalie,VI,18.33730556,-37.61900194,-19.28169638,-4.9656,95.74519154,465,560.7451915,-64.97336111,122.3748433,57.40148219,5.7618,330.7358601,320,650.7358601
STX,Henry E. Rohlsen ,Christiansted,VI,17.70188889,-37.61900194,-19.91711305,-4.9656,98.90041656,465,563.9004166,-64.79855556,122.3748433,57.57628774,5.7618,331.7430547,320,651.7430547
SUN,Friedman Memorial,Hailey,ID,43.50484139,-37.61900194,5.88583945,-4.9656,-29.22672437,465,435.7732756,-114.2965903,122.3748433,8.078253,5.7618,46.54527814,320,366.5452781
SUX,Sioux Gateway ,Sioux City,IA,42.40260333,-37.61900194,4.78360139,-4.9656,-23.75345106,465,441.2465489,-96.38436694,122.3748433,25.99047636,5.7618,149.7519267,320,469.7519267
SWF,Stewart,Newburgh,NY,41.50409361,-37.61900194,3.88509167,-4.9656,-19.2918112,465,445.7081888,-74.10483833,122.3748433,48.27000497,5.7618,278.1221146,320,598.1221146
SYR,Syracuse-Hancock Intl,Syracuse,NY,43.11118694,-37.61900194,5.492185,-4.9656,-27.27199384,465,437.7280062,-76.10631056,122.3748433,46.26853274,5.7618,266.5900319,320,586.5900319
TEX,Telluride Regional,Telluride,CO,37.95375861,-37.61900194,0.33475667,-4.9656,-1.662267721,465,463.3377323,-107.90848,122.3748433,14.4663633,5.7618,83.35229206,320,403.3522921
TLH,Tallahassee Regional,Tallahassee,FL,30.39652778,-37.61900194,-7.22247416,-4.9656,35.86391769,465,500.8639177,-84.35033333,122.3748433,38.02450997,5.7618,219.0896215,320,539.0896215
TOL,Toledo Express,Toledo,OH,41.58680556,-37.61900194,3.96780362,-4.9656,-19.70252566,465,445.2974743,-83.80783333,122.3748433,38.56700997,5.7618,222.215398,320,542.215398
TRI,Tri-Cities Regional,Bristol,TN,36.47521417,-37.61900194,-1.14378777,-4.9656,5.679592551,465,470.6795926,-82.40742056,122.3748433,39.96742274,5.7618,230.2842963,320,550.2842963
TTN,Trenton-Mercer County ,Trenton,NJ,40.27669111,-37.61900194,2.65768917,-4.9656,-13.19702134,465,451.8029787,-74.81346833,122.3748433,47.56137497,5.7618,274.0391303,320,594.0391303
TUP,Tupelo Municipal ,Tupelo,MS,34.26810833,-37.61900194,-3.35089361,-4.9656,16.63919731,465,481.6391973,-88.769895,122.3748433,33.6049483,5.7618,193.6249911,320,513.6249911
TVC,Cherry Capital,Traverse City,MI,44.74144472,-37.61900194,7.12244278,-4.9656,-35.36720187,465,429.6327981,-85.582235,122.3748433,36.7926083,5.7618,211.9916505,320,531.9916505
TWF,Joslin Field - Magic Valley,Twin Falls,ID,42.48180389,-37.61900194,4.86280195,-4.9656,-24.14672936,465,440.8532706,-114.4877356,122.3748433,7.8871077,5.7618,45.44393715,320,365.4439371
TXK,Texarkana Regional-Webb ,Texarkana,AR,33.45370806,-37.61900194,-4.16529388,-4.9656,20.68318329,465,485.6831833,-93.99102,122.3748433,28.3838233,5.7618,163.5419131,320,483.5419131
TYR,Tyler Pounds ,Tyler,TX,32.35413889,-37.61900194,-5.26486305,-4.9656,26.14320396,465,491.143204,-95.40238611,122.3748433,26.97245719,5.7618,155.4099038,320,475.4099038
TYS,McGhee-Tyson,Knoxville,TN,35.81248722,-37.61900194,-1.80651472,-4.9656,8.970429494,465,473.9704295,-83.99285583,122.3748433,38.38198747,5.7618,221.1493354,320,541.1493354
VEL,Vernal,Vernal,UT,40.44090167,-37.61900194,2.82189973,-4.9656,-14.0124253,465,450.9875747,-109.5099203,122.3748433,12.864923,5.7618,74.12511334,320,394.1251133
VLD,Valdosta Regional,Valdosta,GA,30.7825,-37.61900194,-6.83650194,-4.9656,33.94733403,465,498.947334,-83.27672222,122.3748433,39.09812108,5.7618,225.275554,320,545.275554
VPS,Eglin Air Force Base,Valparaiso,FL,30.48325,-37.61900194,-7.13575194,-4.9656,35.43328983,465,500.4332898,-86.5254,122.3748433,35.8494433,5.7618,206.5573224,320,526.5573224
WRG,Wrangell,Wrangell,AK,56.48432583,-37.61900194,18.86532389,-4.9656,-93.67765231,465,330.3223477,-132.3698242,122.3748433,-9.9949809,5.7618,-57.58908095,320,272.4109191
WYS,Yellowstone,West Yellowstone,MT,44.68839917,-37.61900194,7.06939723,-4.9656,-35.10379889,465,429.8962011,-111.1176375,122.3748433,11.2572058,5.7618,64.86176838,320,384.8617684
XNA,Northwest Arkansas Regional,Fayetteville Springdale Rogers,AR,36.28186944,-37.61900194,-1.3371325,-4.9656,6.639665142,465,471.6396651,-94.30681111,122.3748433,28.06803219,5.7618,161.7223879,320,481.7223879
YAK,Yakutat,Yakutat,AK,59.50336056,-37.61900194,21.88435862,-4.9656,-108.6689712,465,306.3310288,-139.6602261,122.3748433,-17.2853828,5.7618,-99.59491862,320,240.4050814
YUM,Yuma MCAS-Yuma International,Yuma,AZ,32.65658333,-37.61900194,-4.96241861,-4.9656,24.64138585,465,489.6413858,-114.6059722,122.3748433,7.7688711,5.7618,44.7626815,320,364.7626815
